tracking_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
16,YouTube,SummerSale,33,5a60d004-c606-41bc-8c01-fb5f8efc5566,EnergyBar,2025-04-27 21:41:01.401688,5,87.41977692913215
17,Twitter,SummerSale,48,1f1db66d-e97a-4682-b59a-b657b2efd577,Vitamins,2025-05-14 20:52:27.257836,2,164.89037036450034
18,Twitter,WinterSpecial,27,91489cd7-81b0-4d7c-a6fa-3701b4f31a1c,ProteinPowder,2025-06-19 00:33:21.629566,5,72.13624363796315
19,YouTube,NewLaunch,17,e277a13b-0459-459b-97bd-eeece62f948d,Vitamins,2025-01-17 06:54:39.542328,5,249.1236010652856
20,Instagram,WinterSpecial,22,fa9c5e6f-da54-491d-94a1-6564a296309c,ProteinPowder,2025-03-20 08:08:03.250539,4,158.93295812720137
21,YouTube,WinterSpecial,27,4e4b1742-248d-4389-a0b8-0425dbac73cb,EnergyBar,2025-06-28 02:57:03.821276,3,356.6388811906638
22,YouTube,SummerSale,6,b26630fa-26b3-4b60-8057-d00cea6d6c35,GymWear,2025-03-11 03:46:13.391347,4,439.9261195153171
23,Twitter,NewLaunch,29,8c7cd504-92e2-46c0-867c-c7129c94efa0,Vitamins,2025-03-03 21:32:14.375813,5,97.35753250620479
24,Twitter,NewLaunch,36,d015d267-7da4-4126-9648-f7a9fc5797ee,EnergyBar,2025-03-17 23:26:03.282845,1,261.48636938154004
25,Instagram,WinterSpecial,5,75fff7e0-67f4-4802-9479-1a801aa0e1ef,GymWear,2025-04-15 03:08:22.645692,3,34.13583375836667
26,Instagram,WinterSpecial,6,d6aba27a-73dc-4690-a690-0e54342c86a5,EnergyBar,2025-07-14 13:30:12.424368,1,365.20326732122606
27,Twitter,NewLaunch,37,f7f5a1c2-1acd-43a2-a808-db8837b3c31c,EnergyBar,2025-02-01 09:32:36.549064,4,306.46268970456583
28,Instagram,NewLaunch,44,672ef7d6-a785-4583-8011-1a9dbcc7f640,ProteinPowder,2025-05-26 17:25:23.929927,5,415.7483136584865
29,Instagram,SummerSale,41,df23a6d3-e41c-4a13-8311-750fd4b3cc57,Vitamins,2025-06-30 12:57:22.560585,1,376.3560011062149
30,Instagram,NewLaunch,20,b3fe49da-bbb1-476c-84c5-1dff79eb60e0,GymWear,2025-02-19 16:46:49.615767,5,393.2940500644791
31,Twitter,SummerSale,36,38dace5f-c218-4d78-a772-aa1b17e6ddf0,EnergyBar,2025-02-25 20:45:31.597734,4,421.9806536822239
32,YouTube,SummerSale,19,9a5ac6df-2180-479c-9692-75f191f21194,EnergyBar,2025-01-24 13:05:12.099566,1,37.479603243372495
33,YouTube,WinterSpecial,34,8c51aab2-6b8a-4368-86bf-88a6d6128d5a,Vitamins,2025-03-09 10:22:40.563325,2,312.64159309904994
34,Twitter,SummerSale,20,9701f657-cb91-42d1-b83d-84de2885cbcc,ProteinPowder,2025-01-26 10:38:59.042600,4,416.882624097729
35,Instagram,WinterSpecial,41,0e971924-66e4-4dd1-85c6-1a57e7a3f2f9,GymWear,2025-03-18 14:45:26.765938,1,426.58639752015847
36,YouTube,NewLaunch,16,26914fb2-4d86-4a1e-bdaf-c23aa56127de,GymWear,2025-06-03 17:25:36.729512,4,98.52043396650757
37,Instagram,WinterSpecial,27,20419d34-7abd-4c35-986f-983c6494955e,GymWear,2025-02-11 15:56:27.521007,1,417.76784041580663
38,Instagram,WinterSpecial,36,c01cb458-0525-4c51-8da3-fc283a1ede9b,Vitamins,2025-05-27 05:23:09.700020,5,488.958595656816
39,Instagram,SummerSale,17,cfad366f-7af1-4504-a2f0-30c60bbacf9e,GymWear,2025-06-19 14:05:57.427474,5,244.84808581124105
40,Twitter,WinterSpecial,8,33982ebb-1de8-4fbf-a92c-861290dea6dc,ProteinPowder,2025-01-02 15:31:41.176724,4,120.00543761525995
41,Twitter,WinterSpecial,16,97bacf77-439b-44cc-8112-88aa5c4c6e92,GymWear,2025-02-27 22:23:27.871372,5,185.3703548970479
42,YouTube,SummerSale,47,9c4dca05-cffc-4299-9035-0b8e6c313623,ProteinPowder,2025-06-23 14:52:27.343159,1,211.82796375978998
43,YouTube,WinterSpecial,24,3890f423-a62b-4f72-bd26-54a3daf1324c,EnergyBar,2025-04-22 13:45:11.556353,5,147.7060753554734
44,Twitter,SummerSale,50,44d66bf2-32b0-48bf-acd7-ba5d5b5ef15e,GymWear,2025-03-26 03:43:54.445517,5,380.1264660641895
45,Twitter,NewLaunch,21,4e4e2f14-14f0-48b8-ab0d-7097c2d0dc89,EnergyBar,2025-05-22 18:32:05.457594,1,373.1574596380771
46,Twitter,WinterSpecial,45,19adea1b-e676-4db7-80c3-5a894f1f3635,Vitamins,2025-07-13 04:53:58.207710,5,222.49354811260324
47,Instagram,NewLaunch,29,7e71f069-8362-4378-bb50-0c0463333f21,Vitamins,2025-02-02 16:55:00.509176,2,265.8542360634283
48,YouTube,WinterSpecial,9,163ec98b-0db4-4d32-b1b3-1b1cb951b1c0,GymWear,2025-05-05 19:43:20.293367,5,172.38990638627288
49,YouTube,SummerSale,10,a4385478-302f-4d56-9ae5-6d4759b2bfd9,Vitamins,2025-02-09 02:07:46.440782,5,325.038050775604
50,Twitter,SummerSale,27,9c7392b9-1c6f-46be-bbf2-fb0a80f01f1a,GymWear,2025-04-08 20:04:35.096255,2,260.9784420036673
51,Twitter,NewLaunch,22,2cbeb45a-04d8-4688-887a-5ba1580bb2ac,GymWear,2025-04-03 20:36:17.134795,4,416.3332914654419
52,Instagram,NewLaunch,21,2335c913-dbf9-4a54-9826-9c1df447bf9f,ProteinPowder,2025-06-20 08:31:53.511464,2,467.9743496840075
53,Twitter,WinterSpecial,16,ce06d72f-1ead-423b-a213-eab1badf6239,Vitamins,2025-02-09 04:22:45.073911,3,424.77519737875065
54,YouTube,SummerSale,32,ef91dccc-0d00-41c8-b3b4-984fb14cec9d,ProteinPowder,2025-07-02 05:19:08.727533,3,91.63753161486754
55,Instagram,WinterSpecial,31,f8db2199-d6e8-4fc4-8e54-b919d505b233,EnergyBar,2025-04-30 03:21:56.908217,4,211.2894896906707
56,Twitter,WinterSpecial,6,24371d54-1937-4921-9b10-e2a5db31492a,GymWear,2025-01-19 16:51:37.077254,4,479.8047200458735
57,YouTube,NewLaunch,14,bd8f3704-0ebc-4d37-8e3d-e14a930f879c,Vitamins,2025-03-16 13:44:46.153556,3,227.96957259611818
58,Twitter,NewLaunch,31,c67b01c1-d880-4858-9bc7-d477cd2266eb,EnergyBar,2025-02-04 23:12:48.658761,2,113.39349848682731
59,YouTube,SummerSale,42,0bcc181a-8c0c-43f9-9791-a01da68a7b08,GymWear,2025-04-04 15:40:14.430813,5,205.07587995531966
60,YouTube,NewLaunch,47,fbdf7989-6bbf-4566-bbf0-224e198a6240,Vitamins,2025-07-08 09:44:17.508844,5,84.77107797569118
61,Instagram,NewLaunch,13,aa3f0d45-bdc1-441e-86e2-cb3c6463daf6,ProteinPowder,2025-05-19 01:21:59.363028,3,110.29071653957848
62,Instagram,NewLaunch,34,d5157fca-ad2c-4ef2-9143-ed1587c38391,EnergyBar,2025-01-20 05:45:08.108715,4,404.232160142941
63,YouTube,SummerSale,28,7bf24f78-ea44-41ac-b2f7-44db7a0dc1b9,Vitamins,2025-03-15 20:14:43.659744,5,213.4078702534317
64,Twitter,NewLaunch,44,7b12c015-d5c1-4b43-b399-9dacafd92559,ProteinPowder,2025-01-30 04:45:56.054616,1,396.17388421580654
65,Twitter,NewLaunch,44,2a71c2f6-b53b-4af8-971a-da47fbc9dfdc,Vitamins,2025-05-05 07:22:38.327816,4,49.116421602547774
66,Instagram,WinterSpecial,33,f45150a7-5d24-456a-aaef-f43b5c9b1ec7,Vitamins,2025-07-18 05:19:10.840585,1,22.610073500917345
67,YouTube,SummerSale,44,d1dc6191-afb4-421c-a99a-a63efefe8113,EnergyBar,2025-07-19 21:55:24.813895,3,431.39784702560826
68,Instagram,SummerSale,23,86d80c7a-6e83-49b3-815f-088aa66660de,ProteinPowder,2025-02-13 01:32:04.308028,3,330.7395326792381
69,Instagram,WinterSpecial,3,3b089e3b-b230-473f-9308-15fb6041705b,GymWear,2025-06-01 13:52:19.757355,2,292.2948876322203
70,Instagram,WinterSpecial,24,4e1c4de6-1cf5-4e75-bda9-1a3df6e480a8,GymWear,2025-05-07 15:57:07.223596,5,79.6393860008838
71,YouTube,SummerSale,5,a16d327e-3dc6-4df4-a193-70eac1b2b17b,Vitamins,2025-02-01 00:13:28.109481,5,408.1194455198299
72,Instagram,SummerSale,23,f4e4188f-8d2a-4b93-a09e-73f67c9342df,EnergyBar,2025-01-04 14:33:55.826942,1,151.14924679212638
73,Instagram,SummerSale,8,d52a529e-b97f-4aae-82ef-ee303e8fcf3c,EnergyBar,2025-05-31 05:26:32.049634,4,166.642605915541
74,YouTube,SummerSale,2,eb7f53e1-a141-42bd-8dfe-98db8e61f9ac,EnergyBar,2025-05-05 06:58:52.417653,5,75.99182335090492
75,Twitter,WinterSpecial,46,21bd463c-83b5-412c-8625-1e9864513416,EnergyBar,2025-05-14 21:39:53.840943,2,84.59892305704122
76,Instagram,SummerSale,30,079781e1-ba58-4168-ab41-cbb235e174aa,Vitamins,2025-04-29 11:23:30.426319,3,471.2428841129696
77,YouTube,NewLaunch,2,11510165-f50e-49de-9b17-105bf1e79c80,Vitamins,2025-02-11 03:58:04.223464,1,60.102354476187756
78,YouTube,NewLaunch,8,210dbde7-2e64-4566-be39-875d61dd77c5,EnergyBar,2025-02-13 03:28:03.221802,1,286.3638904124999
79,Instagram,WinterSpecial,3,3d36c83e-978a-4a46-8dd9-6dbc7cd8b511,ProteinPowder,2025-04-02 06:57:25.342933,1,359.70764738629
80,YouTube,WinterSpecial,31,d1e684cb-6703-4218-8d81-f16eaaedf3c7,GymWear,2025-02-11 10:46:20.146534,4,423.0940208806919
81,Twitter,WinterSpecial,2,aab174f8-61e8-4330-b42d-d72b5b6a14d5,GymWear,2025-04-09 05:12:29.818255,5,436.7736817865253
82,Twitter,NewLaunch,1,2963e8ac-dafe-494b-89fd-c1af002fadfa,Vitamins,2025-07-06 04:05:50.236338,5,67.24935130847554
83,Instagram,WinterSpecial,15,0ae34591-de5f-436c-b0c7-02c05d22a250,GymWear,2025-07-07 01:42:16.000941,2,210.67511340217163
84,Twitter,NewLaunch,45,2d37ff95-f5a6-4c11-af4c-724cebe3d7b6,GymWear,2025-02-18 01:54:50.475386,4,331.4611385435228
85,Twitter,WinterSpecial,33,e02a5589-201f-484c-ad1d-87d7b6a3b948,Vitamins,2025-07-03 15:01:50.362379,4,304.65338806126823
86,YouTube,SummerSale,48,40e43e5e-afc3-416d-99ff-ce2dbc246582,GymWear,2025-03-03 03:47:11.217760,3,185.09974134120586
87,Twitter,SummerSale,31,1c610579-6854-4ad4-b1e1-cc23411ff49d,ProteinPowder,2025-05-12 15:58:09.104097,4,38.66688921668624
88,Twitter,NewLaunch,45,65025745-7230-4e9a-b896-93e2c7950e5b,EnergyBar,2025-03-04 17:33:53.033168,1,214.8487528298452
89,Twitter,WinterSpecial,28,c34441a0-85bd-4844-8a7b-69ac35099929,ProteinPowder,2025-03-08 15:54:05.959764,4,93.54319289869235
90,Instagram,WinterSpecial,23,6c02613d-06e9-41ee-b817-19dcff1118bc,EnergyBar,2025-05-24 17:05:40.955984,5,237.1312202395666
91,Instagram,WinterSpecial,22,b016df7d-6b05-4f59-900a-aaae41d46d6a,ProteinPowder,2025-02-26 08:35:58.428958,2,417.09183941518046
92,Instagram,NewLaunch,36,23ec25cb-e740-43b2-85ca-8702566383f4,GymWear,2025-01-07 12:50:45.613709,5,147.9507491549868
93,YouTube,NewLaunch,23,d25aaacc-2bd0-4db7-a514-5c0392ed21f0,Vitamins,2025-02-25 06:03:29.879193,2,190.90513906901631
94,Twitter,WinterSpecial,44,eba1241a-bd13-4f12-9b5a-ae4fc76dca98,EnergyBar,2025-03-15 10:06:34.488954,1,228.60792291131412
95,YouTube,WinterSpecial,14,80280221-2223-4be1-90fd-0d2cfac3cf9a,GymWear,2025-02-09 06:12:03.066204,2,454.4958254466898
96,YouTube,NewLaunch,43,aace78af-e7db-4e28-ab03-34c9d21baf3d,EnergyBar,2025-03-28 07:47:53.154403,3,466.15585586651196
97,YouTube,WinterSpecial,50,c3392f41-515d-40d3-9bb5-fa2003ee254c,ProteinPowder,2025-06-24 03:16:22.356002,4,373.72517831923807
98,YouTube,WinterSpecial,26,a77d25b5-7578-4516-b0eb-23d3ce0c8344,ProteinPowder,2025-04-23 07:50:39.233068,1,222.51825138908183
99,Twitter,NewLaunch,48,9f8485eb-be7b-4039-b42a-b34533a0f458,Vitamins,2025-01-25 06:58:48.311039,2,89.29925085374774
100,YouTube,WinterSpecial,24,c657596f-4c5c-4c8a-ba4b-c7a07fd29954,ProteinPowder,2025-06-22 22:13:38.708606,3,407.6941256258996
101,Instagram,SummerSale,45,f8a4db93-be10-40e6-83c3-e82132e4291e,Vitamins,2025-01-05 13:20:42.445205,5,336.4224156356777
102,Instagram,SummerSale,22,fe5c022e-17ec-4bd1-8ae1-138506112692,Vitamins,2025-05-28 14:53:45.201103,4,239.36371331298284
103,YouTube,NewLaunch,47,89792d1a-ca24-4ddf-a9dd-ea9f62c1e705,EnergyBar,2025-02-05 04:01:35.936006,5,209.90879511346483
104,YouTube,WinterSpecial,6,fe3cdb3d-11f4-4942-8886-fc2aae142957,GymWear,2025-07-17 13:10:24.383717,4,369.4696625794727
105,YouTube,SummerSale,21,024de28e-16fe-4393-9fd3-b377fac22364,ProteinPowder,2025-04-10 08:58:31.514225,3,472.13567421419464
106,Instagram,SummerSale,41,38e0d8a7-0037-41af-9c58-e4296bded37b,EnergyBar,2025-02-25 17:54:27.365506,4,441.9919792049509
107,Instagram,NewLaunch,5,82e5d20c-5bd7-47f5-a9be-666d705af04b,Vitamins,2025-05-03 21:39:00.239271,3,50.076820197880934
108,YouTube,NewLaunch,1,069d6c6e-84a3-434c-be78-b1639d10c189,ProteinPowder,2025-06-03 19:14:09.710510,2,140.08586154891114
109,Twitter,NewLaunch,22,44ca49ff-0e21-4cb6-ab94-c6010c78fa73,EnergyBar,2025-04-23 05:52:58.999517,2,439.20491971237857
110,Twitter,SummerSale,7,947aca81-4727-44b9-a2ec-6e835ab7fd5f,EnergyBar,2025-02-07 23:17:09.507168,3,221.43103010848617
111,Twitter,WinterSpecial,35,b2e4c004-8ac6-4509-80db-a5e610958a4a,EnergyBar,2025-06-28 03:19:00.129132,1,338.4597168419548
112,Instagram,NewLaunch,33,e0d75564-a45a-4133-9226-125b259cfbb7,EnergyBar,2025-02-15 19:05:28.953464,2,237.5808998085337
113,Instagram,SummerSale,4,d946bfb0-b4a7-4741-aef8-a8812d340812,EnergyBar,2025-06-14 01:45:45.929150,4,241.30740218755267
114,YouTube,SummerSale,8,fe6e94f2-b17e-4ac3-af85-b44dd17b0ba1,GymWear,2025-01-20 07:22:36.466909,1,406.1349488819781
115,Twitter,WinterSpecial,23,1c1a3998-3750-4c7c-bc43-cf1fba2a4874,EnergyBar,2025-05-01 06:21:34.537658,1,442.6183766463625
116,Twitter,WinterSpecial,30,8fccf35d-dfda-4180-85c0-7b99a0a508cf,EnergyBar,2025-06-12 04:00:33.133055,4,66.1981646004382
117,Twitter,NewLaunch,35,a3faff54-8fa8-4bf6-a859-c72b34536ae3,ProteinPowder,2025-01-23 07:00:39.361328,3,67.31101131392082
118,YouTube,NewLaunch,50,549b1b7f-05ef-45fa-ace3-81463477f83d,EnergyBar,2025-06-30 21:16:47.134977,5,342.9224075689309
119,YouTube,SummerSale,15,ec00a8c7-9ae2-4bbb-9b0f-4c96c545f383,Vitamins,2025-03-04 21:20:40.064138,1,138.3948936951427
120,YouTube,WinterSpecial,7,d2eaea02-82a7-4dda-a306-b57c14d949ba,Vitamins,2025-01-19 07:35:18.592445,1,300.51942007109375
121,YouTube,SummerSale,14,e801766d-6295-499f-a584-fddd40c8375d,EnergyBar,2025-04-05 21:43:10.439929,4,431.84087141322425
122,YouTube,NewLaunch,40,a6977534-46ed-42b9-be08-3c6c57b6bd0e,EnergyBar,2025-07-03 18:43:47.446901,4,238.43154662477116
123,Twitter,SummerSale,17,54e0dabd-a3b7-4f62-b07e-bb110f5b7b64,GymWear,2025-04-05 21:15:02.261308,2,363.2238738974175
124,Twitter,WinterSpecial,44,72fc54ba-958d-4c44-ac24-6535eeec371b,EnergyBar,2025-05-16 12:33:28.505201,1,432.09654644586567
125,YouTube,WinterSpecial,12,838bf06f-8b75-435f-8cb0-883d9afae60e,ProteinPowder,2025-01-09 03:20:38.325803,4,429.9644638069838
126,Instagram,WinterSpecial,21,7bfe2c43-4785-49a1-8f21-acbb97640a56,GymWear,2025-07-13 02:26:58.122355,2,260.2470624336941
127,Twitter,WinterSpecial,17,b0cf58b8-f4ad-4061-bbd8-df017ac1e603,GymWear,2025-06-25 06:00:59.831220,2,148.60134114591955
128,Instagram,SummerSale,12,40e3d60b-6931-4de9-9ad5-6e30fe0cb045,GymWear,2025-06-25 19:23:41.289473,4,284.43361262801335
129,Twitter,SummerSale,38,4be653ab-2706-4731-b167-73fcc4272854,GymWear,2025-01-13 12:55:38.644185,4,444.1107698467979
130,YouTube,SummerSale,5,2cf5e410-5b2e-422f-b54d-d989fe42a82f,Vitamins,2025-03-25 20:55:37.808508,1,218.62916808312212
131,YouTube,SummerSale,3,ed254160-81d7-4a6c-8f1b-0bcc0a6d4c1f,Vitamins,2025-01-23 00:16:35.454151,2,125.54861799995992
132,Instagram,NewLaunch,33,76a145fb-2e0a-47e8-b826-f4c656c8fd9f,GymWear,2025-04-26 20:06:04.698189,2,90.93032545037708
133,Twitter,WinterSpecial,35,5d89895d-3933-42f4-b748-8951d718883b,EnergyBar,2025-05-04 00:57:57.292346,2,403.9070072645574
134,Instagram,WinterSpecial,49,130a1a54-3980-4ced-ba22-21752c4e7898,Vitamins,2025-07-20 17:44:53.956977,2,260.30516136696406
135,Twitter,NewLaunch,47,2a28345b-a69a-40ce-9955-ccb24ba5ac30,ProteinPowder,2025-04-10 17:58:00.652887,4,410.5477259388898
136,YouTube,SummerSale,2,10ebcea4-08d4-4472-8df3-298978648673,Vitamins,2025-02-22 06:39:27.274020,2,262.5621547896727
137,YouTube,NewLaunch,34,83147713-ad83-4924-95a4-5b0387419d39,Vitamins,2025-06-28 01:42:42.777429,5,446.2876557002167
138,Twitter,SummerSale,37,12f40bd1-b01f-46b8-8a0b-3f30f970244b,ProteinPowder,2025-04-26 07:08:44.799205,3,382.41574392314135
139,Twitter,WinterSpecial,20,b2d47a71-5ad9-45d1-a3bc-e3301056844c,ProteinPowder,2025-04-09 03:25:06.765431,5,176.90690362022121
140,YouTube,SummerSale,38,3090c6ad-de00-4d1c-b26e-0deb4c83bcdd,EnergyBar,2025-01-16 09:46:55.304694,5,235.14883159450537
141,Twitter,NewLaunch,12,78db334f-582c-4f97-ab35-0a653ad99738,EnergyBar,2025-01-20 17:24:20.189709,3,106.86846201753906
142,YouTube,NewLaunch,2,ac3cce6c-6fca-4b71-95e1-93d18125bfda,ProteinPowder,2025-01-15 00:43:27.450229,4,221.47839548721035
143,Twitter,SummerSale,41,ee4f75c6-a605-4262-9bf1-6cf818e461d7,ProteinPowder,2025-01-24 06:09:07.804696,2,237.06899649731974
144,Twitter,NewLaunch,18,4301a9c2-cd18-4b52-bd4c-a4ec653674e9,ProteinPowder,2025-02-10 03:18:03.619110,2,467.3360015218384
145,Instagram,WinterSpecial,22,df3a3d86-3965-4195-bc81-c8d5e2dff81b,Vitamins,2025-02-18 17:42:50.479625,5,466.4049537575634
146,Twitter,NewLaunch,35,2fde2cc1-736b-4b4c-8a23-3dc3cc4e5c30,ProteinPowder,2025-04-25 16:06:07.459158,1,406.0619861460351
147,YouTube,WinterSpecial,40,cc6a25fc-c0cb-4706-bfc5-bb023a7744be,EnergyBar,2025-03-24 02:15:42.760356,3,156.93476539756963
148,YouTube,SummerSale,49,28dafad9-a9cc-4fdc-8907-d5bf587bd229,ProteinPowder,2025-06-06 16:58:59.249994,3,386.4155678747588
149,YouTube,NewLaunch,23,01462885-0f0d-4e8f-9901-105a7681f178,Vitamins,2025-01-16 03:48:44.752469,3,169.75124630521228
150,Instagram,WinterSpecial,3,3f4035f7-43d5-47d6-a542-0d28c00cbe58,GymWear,2025-05-27 10:40:51.872157,3,145.29564372485163
151,YouTube,NewLaunch,16,47f89032-fbc9-4fba-ac87-9c4391521139,ProteinPowder,2025-05-05 05:03:04.572553,1,104.76038771157313
152,YouTube,SummerSale,8,3393378b-1e69-432c-99a4-f34124ab16d8,GymWear,2025-06-16 09:54:50.797066,5,451.0234820658015
153,Instagram,WinterSpecial,9,eba3f744-683a-4074-b701-11538694995d,Vitamins,2025-03-15 04:23:42.772552,3,276.28797096678824
154,YouTube,WinterSpecial,29,45f86239-daa3-4565-b7c9-333751315277,ProteinPowder,2025-06-03 10:07:20.171282,1,362.9910504063481
155,Twitter,NewLaunch,40,044ba4e7-51b7-429e-9ac1-5b2dc8030a27,GymWear,2025-05-13 08:44:30.106729,2,268.3204637994289
156,Twitter,SummerSale,26,7539b931-e768-4ef0-a3d2-074c722f980e,EnergyBar,2025-03-21 08:06:20.563539,3,256.8275762957482
157,YouTube,SummerSale,49,3c326f34-b47d-477c-920c-b43650802c57,GymWear,2025-01-12 16:35:56.443189,4,244.29208493380986
158,YouTube,SummerSale,5,14636bb2-f2f5-49ab-9a88-ffef19411868,ProteinPowder,2025-01-08 18:20:11.969783,3,21.818558197808482
159,YouTube,NewLaunch,18,6023f066-8b21-491b-87c4-8466edc8a017,ProteinPowder,2025-06-18 11:16:24.115578,3,400.6341668542946
160,Instagram,NewLaunch,30,0d36918f-c998-43b3-81ef-b38fbf82ea8a,ProteinPowder,2025-06-05 06:08:59.222621,1,488.56049406211577
161,Instagram,SummerSale,41,2da15704-adb6-4bab-b7bd-cc345525a659,ProteinPowder,2025-04-02 03:46:29.919542,2,402.01566792076454
162,Instagram,NewLaunch,13,c6eb7536-3573-49a8-98fe-6ef6767a937c,ProteinPowder,2025-01-07 02:56:46.020092,2,168.4295953909757
163,YouTube,NewLaunch,19,3350ee4e-ab73-4e85-9bde-4d4b5b42823c,EnergyBar,2025-03-28 16:10:06.440932,3,319.0509517310469
164,Instagram,SummerSale,16,25343f99-bb10-4b8c-b200-d2d5b901e949,ProteinPowder,2025-05-24 14:16:38.726028,2,217.39939685565844
165,Instagram,SummerSale,40,4f00c439-0714-4ffb-9ae6-fab383ac8029,ProteinPowder,2025-01-10 06:57:20.981377,1,358.05965443871656
166,YouTube,WinterSpecial,11,199cb579-30c0-4af4-a850-7522ec455ad8,GymWear,2025-03-13 16:38:31.834963,3,437.6965361151383
167,YouTube,SummerSale,8,b3ef503f-7e49-4e5d-addc-b570f546fb60,GymWear,2025-06-15 04:47:29.953379,5,178.29041095428437
168,Twitter,NewLaunch,10,6d72c484-0725-4856-81dc-cd03ff532b51,EnergyBar,2025-07-05 01:04:02.939677,1,222.1341420021347
169,Twitter,WinterSpecial,37,b627d520-60b1-46ad-871e-61a1df9f436b,EnergyBar,2025-04-11 18:20:26.585270,4,445.7521850682426
170,YouTube,NewLaunch,41,35f7981f-032a-45ce-be57-e893ba0d466d,EnergyBar,2025-06-03 11:49:35.144806,3,428.9810060072658
171,Twitter,WinterSpecial,35,15f799e6-2746-42ee-a1b9-fda4808027c1,EnergyBar,2025-02-08 01:59:00.108109,1,461.3708343743521
172,Twitter,WinterSpecial,34,b6ce55fa-e627-4159-b849-2fad2a2c336b,EnergyBar,2025-06-03 16:11:14.467186,4,172.23890639284255
173,Twitter,WinterSpecial,12,ac354a23-808d-4591-8357-e88476bb669f,GymWear,2025-01-18 12:04:19.799290,5,207.68788119399844
174,Twitter,NewLaunch,46,d71482af-265d-433f-9ee1-d86511c3d3d2,ProteinPowder,2025-03-06 05:14:24.942862,3,31.807064132070533
175,Twitter,SummerSale,9,d398d668-7fe4-41ba-ac6d-f1d5d95f2968,Vitamins,2025-05-20 20:53:29.022939,4,65.16875607968119
176,YouTube,NewLaunch,4,48173419-a9f9-4c94-b65d-aa198c46c862,ProteinPowder,2025-06-28 19:16:59.882783,1,417.5024784644235
177,Instagram,WinterSpecial,24,a39f8d5f-3d7b-478e-9dab-17cc9308b7ba,ProteinPowder,2025-06-16 12:40:19.365026,5,157.8680950468419
178,Instagram,SummerSale,42,27781176-9377-4b08-96ca-81a7650b01b2,GymWear,2025-04-07 23:17:34.895037,4,136.02613364395035
179,Instagram,SummerSale,19,f0b68c22-6ecd-48ef-ba97-8dd2b3b0904d,Vitamins,2025-04-17 09:06:33.433313,1,498.14542476385225
180,Twitter,SummerSale,15,e94ae1d8-eb92-4ed0-8e0e-daeb9436dfde,Vitamins,2025-05-01 13:07:44.500481,3,249.3798009083509
181,Twitter,WinterSpecial,47,71b7f08a-15d4-4dff-a0bd-897ebef07e86,GymWear,2025-03-12 15:05:54.807722,2,494.48260847364037
182,Twitter,SummerSale,12,413be4b9-e8d5-4019-9877-2e253b531774,GymWear,2025-05-05 21:10:37.988115,2,82.65780783028289
183,Twitter,NewLaunch,49,709ba124-2dec-4f51-b9f7-58f508f25043,EnergyBar,2025-05-20 19:44:58.671719,1,181.46018972232648
184,Instagram,SummerSale,4,26b30617-deff-417a-8da2-7dda3f69aa68,Vitamins,2025-07-13 03:18:59.651672,5,425.1134433128945
